phulangsunguy	phulangsu/NPR+nguy/PAN
ngisstako	ngiss/VX+ta/EFN+ko/PAD
cenhayssta	cenha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
sinmwunngun	sinmwun/NNC+ngun/PAU
khullinthen	khullinthen/NPR
hayngcengpwu	hayngcengpwu/NNC
nayngeyse	nay/NNX+ngeyse/PAD
thangingwanngey	thangingwan/NPR+ngey/PAD
tayhan	tayha/VV+ngun/EAN
mwukiphanmayngey	mwuki/NNC+phanmay/NNC+ngey/PAD
kwukpangpwungwa	kwukpangpwu/NNC+kwa/PCJ
kwun	kwun/NNC
kwankyeycatulngun	kwankyeyca/NNC+tul/XSF+ngun/PAU
chansengngul	chanseng/NNC+ngul/PCA
hako	ha/VV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
panmyen	panmyen/NNC
kwukmwupwungwa	kwukmwupwu/NNC+kwa/PCJ
kwukkanganpokwuk	kwukkanganpokwuk/NPR
(	(/SLQ
NSA	NSA/NFW
)	)/SRQ
tungngun	tung/NNX+ngun/PAU
pwulphilngyohakey	pwulphilngyo/NNC+ha/XSJ+key/ECS
cwungkwukngul	cwungkwuk/NPR+ngul/PCA
cakukhanun	cakuk/NNC+ha/XSV+nun/EAN
kesngulo	kes/NNX+ngulo/PAD
pantaylul	pantay/NNC+ngul/PCA
hanun	ha/VV+nun/EAN
tung	tung/NNX
nguykyenngi	nguykyen/NNC+ngi/PCA
ngeskallye	ngeskalli/VV+nge/ECS
ngisstako	ngiss/VX+ta/EFN+ko/PAD
palkhyessta	palkhi/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
thangimsunun	thangimsu/NPR+ngun/PAU
cwungkwukkwanguy	cwungkwuk/NPR+kwa/PAD+nguy/PAN
kwankyeykaysenngul	kwankyey/NNC+kaysen/NNC+ngul/PCA
mosaykhako	mosayk/NNC+ha/XSV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
khullinthen	khullinthen/NPR
taythonglyengngi	taythonglyeng/NNC+ngi/PCA
mwukiphanmaylul	mwuki/NNC+phanmay/NNC+ngul/PCA
kepwuhamyen	kepwu/NNC+ha/XSV+ngumyen/ECS
cwungkwuknguy	cwungkwuk/NPR+nguy/PAN
seykyeymwungyekkikwu	seykyeymwungyekkikwu/NPR
(	(/SLQ
WTO	WTO/NFW
)	)/SRQ
kangipngul	kangip/NNC+ngul/PCA
hengyonghanun	hengyong/NNC+ha/XSV+nun/EAN
taykalo	tayka/NNC+ngulo/PAD
thangingwankwanguy	thangingwan/NPR+kwa/PAD+nguy/PAN
kwunsacek	kwunsa/NNC+cek/XSF
kwankyeykaysenngul	kwankyey/NNC+kaysen/NNC+ngul/PCA
ngwenhanun	ngwenha/VV+nun/EAN
ngwesingthen	ngwesingthen/NPR
nay	nay/NNX
thangingwan	thangingwan/NPR
cici	cici/NNC
seylyektulnguy	seylyek/NNC+tul/XSF+nguy/PAN
pwunnolul	pwunno/NNC+ngul/PCA
sakey	sa/VV+key/ECS
toyl	toy/VX+ngul/EAN
kesngilako	kes/NNX+ngi/CO+la/EFN+ko/PAD
cenmanghayssta	cenmang/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
thangingwanngey	thangingwan/NPR+ngey/PAD
tayhan	tayha/VV+ngun/EAN
mwukiphanmay	mwuki/NNC+phanmay/NNC
ngyepwunun	ngyepwu/NNC+ngun/PAU
ngonun	ngonun/DAN
4	4/NNU
ngwel	ngwel/NNX
mi-thangingwan	mi/NPR+-/SSY+thangingwan/NPR
ngyenlyey	ngyenlyey/NNC
mwukiphanmay	mwuki/NNC+phanmay/NNC
hoytamngeyse	hoytam/NNC+ngeyse/PAD
kyelcengtoyl	kyelceng/NNC+toy/XSV+ngul/EAN
kesngulo	kes/NNX+ngulo/PAD
ngallyecyessta	ngallyeci/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
lwungisu	lwungisu/NPR
khalteyla	khalteyla/NPR
mi	mi/NPR
ngyukkwuncangkwanngun	ngyukkwun/NNC+cangkwan/NNC+ngun/PAU
1	1/NNU
ngil	ngil/NNX
hankwukcencayng	hankwuk/NPR+cencayng/NNC
tangsi	tangsi/NNC
nokunlihaksal	nokunli/NPR+haksal/NNC
sakenkwa	saken/NNC+kwa/PAD
kwanlyenhay	kwanlyen/NNC+ha/XSV+nge/ECS
sinmwunngul	sinmwun/NNC+ngul/PCA
patngun	pat/VV+ngun/EAN
ngilpwu	ngilpwu/NNC
mi	mi/NPR
cayhyangkwunngintulngi	cayhyang/NNC+kwunngin/NNC+tul/XSF+ngi/PCA
pepcek	pep/NNC+cek/XSF
camwunngul	camwun/NNC+ngul/PCA
hay	ha/VV+nge/ECS
cwul	cwu/VX+ngul/EAN
pyenhongintanngul	pyenhongin/NNC+tan/XSF+ngul/PCA
ngyocheng	ngyocheng/NNC
,	,/SCM
ngilul	ngi/NPN+ngul/PCA
patngatulngil	patngatulngi/VV+ngul/EAN
ngyeycengngilako	ngyeyceng/NNC+ngi/CO+la/EFN+ko/PAD
palkhyessta	palkhi/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
khalteyla	khalteyla/NPR
cangkwanngun	cangkwan/NNC+ngun/PAU
nginal	nginal/NNC
kwukpangpwu	kwukpangpwu/NNC
kicatankwanguy	kicatan/NNC+kwa/PAD+nguy/PAN
hoykyenngeyse	hoykyen/NNC+ngeyse/PAD
"^LQ	"/SLQ
ngitulnguy	ngi/NPN+tul/XSF+nguy/PAN
ngyokwuka	ngyokwu/NNC+ngi/PCA
haplicek	hapli/NNC+cek/XSF
"^RQ	"/SRQ
ngilako	ngi/CO+la/EFN+ko/PAD
malhako	malha/VV+ko/ECS
ngwenhanun	ngwenha/VV+nun/EAN
salamtulngeykey	salam/NNC+tul/XSF+ngeykey/PAD
pyenhongintulngi	pyenhongin/NNC+tul/XSF+ngi/PCA
ceykongtoyl	ceykong/NNC+toy/XSV+ngul/EAN
kesngilako	kes/NNX+ngi/CO+la/EFN+ko/PAD
malhayssta	malha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
khalteyla	khalteyla/NPR
cangkwanngun	cangkwan/NNC+ngun/PAU
kulena	kulena/ADC
pyenhongintan	pyenhongintan/NNC
ceykongngi	ceykong/NNC+ngi/PCA
"^LQ	"/SLQ
hyengsa	hyengsa/NNC
chaykngim	chaykngim/NNC
mwunceyngwa	mwuncey/NNC+kwa/PAD
kwanlyentoyn	kwanlyen/NNC+toy/XSV+ngun/EAN
kesngun	kes/NNX+ngun/PAU
nganita	ngani/VJ+ta/EFN
"^RQ	"/SRQ
mye	mye/ECS
nokunli	nokunli/NPR
haksal	haksal/NNC
sakenngey	saken/NNC+ngey/PAD
cikcep	cikcep/ADV
ngyenlwutoyn	ngyenlwu/NNC+toy/XSV+ngun/EAN
ngilpwu	ngilpwu/NNC
cayhyang	cayhyang/NNC
kwunngintulngi	kwunngin/NNC+tul/XSF+ngi/PCA
'^LQ	'/SLQ
cayceng	cayceng/NNC
mich	mich/ADC
nginsasang	nginsa/NNC+sang/XSF
chaykngim	chaykngim/NNC
'^RQ	'/SRQ
ngul	ngul/PCA
ngwulyehako	ngwulye/NNC+ha/XSV+ko/ECS
ngisstako	ngiss/VX+ta/EFN+ko/PAD
cenhayssta	cenha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
kunun	ku/NPN+ngun/PAU
kulena	kulena/ADC
mi	mi/NPR
ngyukkwunngi	ngyukkwun/NNC+ngi/PCA
chaykngimcatulngey	chaykngimca/NNC+tul/XSF+ngey/PAD
tayhan	tayha/VV+ngun/EAN
hyengsa	hyengsa/NNC
kiso	kiso/NNC
kanungsengto	kanungseng/NNC+to/PAU
payceyhacinun	paycey/NNC+ha/XSV+ci/EFN+ngun/PAU
nganhko	nganh/VX+ko/ECS
ngisstamye	ngiss/VX+ta/EFN+mye/ECS
te	te/ADV
ngisangnguy	ngisang/NNC+nguy/PAN
caseyhan	casey/NNC+ha/XSV+ngun/EAN
sasilngina	sasil/NNC+ngina/PCJ
cikumkkaci	cikum/NNC+kkaci/PAU
cosahan	cosa/NNC+ha/XSV+ngun/EAN
nayngyongngul	nayngyong/NNC+ngul/PCA
kongkayhacinun	kongkay/NNC+ha/XSV+ci/EFN+ngun/PAU
nganhngassta	nganh/VX+ngess/EPF+ta/EFN
.	./SFN
^EOS
ngyuthayngintulngi	ngyuthayngin/NNC+tul/XSF+ngi/PCA
hanttay	hanttay/NNC
songyuhayssnguna	songyu/NNC+ha/XSJ+ngess/EPF+nguna/ECS
nachingey	nachi/NPR+ngey/PAD
nguyhay	nguyha/VV+nge/ECS
ngyakthaltoyn	ngyakthal/NNC+toy/XSV+ngun/EAN
swuchen	swu/XPF+chen/NNU
cemnguy	cem/NNX+nguy/PAN
miswulphwumngi	miswulphwum/NNC+ngi/PCA
mikwuk	mikwuk/NPR
pakmwulkwanngey	pakmwulkwan/NNC+ngey/PAD
ngissnguna	ngiss/VJ+nguna/ECS
mikwuk	mikwuk/NPR
pakmwulkwantulngun	pakmwulkwan/NNC+tul/XSF+ngun/PAU
ngyakthaltoyn	ngyakthal/NNC+toy/XSV+ngun/EAN
cakphwumtulngul	cakphwum/NNC+tul/XSF+ngul/PCA
toychacnga	toychac/VV+nge/ECS
cwukeysstanun	cwu/VX+keyss/EPF+ta/EFN+ngun/EAN
ngyaksokngul	ngyaksok/NNC+ngul/PCA
cikhici	cikhi/VV+ci/ECS
nganhko	nganh/VX+ko/ECS
ngisstako	ngiss/VX+ta/EFN+ko/PAD
ngyuthayngin	ngyuthayngin/NNC
tancheytulngi	tanchey/NNC+tul/XSF+ngi/PCA
1	1/NNU
ngil	ngil/NNX
pinanhayssta	pinan/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
ngitul	ngi/NPN+tul/XSF
tancheytulngun	tanchey/NNC+tul/XSF+ngun/PAU
ngyengkwuk	ngyengkwuk/NPR
pakmwulkwantulngey	pakmwulkwan/NNC+tul/XSF+ngey/PAD
ngissnun	ngiss/VJ+nun/EAN
chwulcheka	chwulche/NNC+ngi/PCA
pwulpwunmyenghan	pwulpwunmyeng/NNC+ha/XSJ+ngun/EAN
swupayk	swu/XPF+payk/NNU
cemnguy	cem/NNX+nguy/PAN
miswulphwum	miswulphwum/NNC
lisuthuka	lisuthu/NNC+ngi/PCA
ngintheneysngey	ngintheneys/NNC+ngey/PAD
tungcaytoymngulosse	tungcay/NNC+toy/XSV+ngum/ENM+ngulosse/PAD
mikwuk	mikwuk/NPR
nay	nay/NNX
ngyakthal	ngyakthal/NNC
miswulphwumngul	miswulphwum/NNC+ngul/PCA
chacnun	chac/VV+ngun/EAN
teyngeyto	tey/NNX+ngey/PAD+to/PAU
pakchaka	pakcha/NNC+ngi/PCA
kahaycil	kaha/VV+nge/ECS+ci/VX+ngul/EAN
swu	swu/NNX
ngissngul	ngiss/VX+ngul/EAN
kesngilako	kes/NNX+ngi/CO+la/EFN+ko/PAD
malhayssta	malha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
seykyeyngyuthaynginchonghoy	seykyeyngyuthaynginchonghoy/NPR
(	(/SLQ
WJC	WJC/NFW
)	)/SRQ
nguy	nguy/PAN
ngeyllen	ngeyllen/NPR
suthanginpeku	suthanginpeku/NPR
cenmwungisanun	cenmwu/NNC+ngisa/NNC+ngun/PAU
"^LQ	"/SLQ
ngyengkwukngeyseman	ngyengkwuk/NPR+ngeyse/PAD+man/PAU
350	350/NNU
cemnguy	cem/NNX+nguy/PAN
tonan	tonan/NNC
miswulphwumngi	miswulphwum/NNC+ngi/PCA
ngissnuntey	ngiss/VX+nuntey/ECS
mikwuk	mikwuk/NPR
pakmwulkwantulngeysenun	pakmwulkwan/NNC+tul/XSF+ngeyse/PAD+ngun/PAU
han	han/NNU
cemto	cem/NNX+to/PAU
ngepstanun	ngeps/VJ+ta/EFN+nun/EAN
kesngi	kes/NNX+ngi/PCA
kanunghan	kanung/NNC+ha/XSJ+ngun/EAN
ngilnginya	ngil/NNX+ngi/CO+nya/EFN
"^RQ	"/SRQ
ko	ko/PAD
panmwunhayssta	panmwun/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
2	2/NNU
nyen	nyen/NNX
cen	cen/NNX
mi	mi/NPR
miswulpakmwulkwancang	mikwuk/NNC+pakmwulkwan/NNC+cang/XSF
hyephoynun	hyephoy/NNC+ngun/PAU
pakmwulkwantulngi	pakmwulkwan/NNC+tul/XSF+ngi/PCA
socangphwumngul	socangphwum/NNC+ngul/PCA
cosahangye	cosa/NNC+ha/XSV+nge/ECS
2	2/NNU
cha	cha/NNX
taycen	taycen/NNC
cwung	cwung/NNX
kangceylo	kangcey/NNC+ngulo/PAD
tonantanghaysskena	tonan/NNC+tangha/XSV+ngess/EPF+kena/ECS
phallin	phalli/VV+ngun/EAN
cakphwumngi	cakphwum/NNC+ngi/PCA
ngissnuncilul	ngiss/VJ+nunci/EFN+ngul/PCA
ngalngapotolok	ngalngapo/VV+tolok/ECS
chokkwuhayssngessta	chokkwu/NNC+ha/XSV+ngessngess/EPF+ta/EFN
.	./SFN
^EOS
manhngun	manh/VJ+ngun/EAN
pakmwulkwantulngi	pakmwulkwan/NNC+tul/XSF+ngi/PCA
pangtayhan	pangtay/NNC+ha/XSJ+ngun/EAN
socangphwumngey	socangphwum/NNC+ngey/PAD
tayhan	tayha/VV+ngun/EAN
cosa	cosa/NNC
cakngepngul	cakngep/NNC+ngul/PCA
pelngiko	pelngi/VV+ko/ECS
ngissnguna	ngiss/VX+nguna/ECS
cikumkkaci	cikum/NNC+kkaci/PAU
palkyentoyn	palkyen/NNC+toy/XSV+ngun/EAN
soswunguy	soswu/NNC+nguy/PAN
nachi	nachi/NPR
ngyakthal	ngyakthal/NNC
cakphwumtulngun	cakphwum/NNC+tul/XSF+ngun/PAU
taypwupwun	taypwupwun/ADV
pakmwulkwan	pakmwulkwan/NNC
pakknguy	pakk/NNC+nguy/PAN
ngyenkwucatulngey	ngyenkwuca/NNC+tul/XSF+ngey/PAD
nguyhay	nguyha/VV+nge/ECS
palkyentwayssngumye	palkyen/NNC+toy/XSV+ngess/EPF+ngumye/ECS
ngi	ngi/NPN
cwung	cwung/NNX
taypwupwunngun	taypwupwun/NNC+ngun/PAU
sosong	sosong/NNC
celchalul	celcha/NNC+ngul/PCA
kechye	kechi/VV+nge/ECS
panhwantoyngessta	panhwan/NNC+toy/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
2	2/NNU
cha	cha/NNX
taycen	taycen/NNC
cwung	cwung/NNX
phulangsu	phulangsu/NPR
miswulphwum	miswulphwum/NNC
kelaysangngulopwuthe	kelay/NNC+sang/XSF+ngulopwuthe/PAD
ngapswutoyn	ngapswu/NNC+toy/XSV+ngun/EAN
ngangli	ngangli/NPR
mathisunguy	mathisu/NPR+nguy/PAN
"^LQ	"/SLQ
ngyeca	ngyeca/NNC
nongyey	nongyey/NNC
"^RQ	"/SRQ
ka	ngi/PCA
98	98/NNU
nyen	nyen/NNX
singaythulnguy	singaythul/NPR+nguy/PAN
pakmwulkwanngeyse	pakmwulkwan/NNC+ngeyse/PAD
palkyentoynge	palkyen/NNC+toy/XSV+nge/ECS
sangsoknginngeykey	sangsokngin/NNC+ngeykey/PAD
panhwantwayssta	panhwan/NNC+toy/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
meythulophollithan	meythulophollithan/NPR
myucingem	myucingem/NPR
ngopu	ngopu/NPR
ngathunguy	ngathu/NPR+nguy/PAN
hayloltu	hayloltu/NPR
holce	holce/NPR
taypyennginngun	taypyenngin/NNC+ngun/PAU
"^LQ	"/SLQ
ngwulika	ngwuli/NPN+ngi/PCA
socangphwumnguy	socangphwum/NNC+nguy/PAN
chwulchetulngul	chwulche/NNC+tul/XSF+ngul/PCA
cosahako	cosa/NNC+ha/XSV+ko/ECS
ngissnguna	ngiss/VX+nguna/ECS
ngettehan	ngettehan/DAN
mipicemto	mipicem/NNC+to/PAU
palkyenhaci	palkyen/NNC+ha/XSV+ci/ECS
moshayssta	mosha/VX+ngess/EPF+ta/EFN
"^RQ	"/SRQ
ko	ko/PAD
malhayssta	malha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
mikwuk	mikwuk/NPR
nay	nay/NNX
hollokhosuthu	hollokhosuthu/NPR
casanngey	casan/NNC+ngey/PAD
tayhan	tayha/VV+ngun/EAN
mitaythonglyeng	mi/NPR+taythonglyeng/NNC
ngwingwenhoynun	ngwingwenhoy/NNC+ngun/PAU
ngosuthulingangeyse	ngosuthulinga/NPR+ngeyse/PAD
mikwun	mi/NPR+kwun/NNC
cangsengtulngi	cangseng/NNC+tul/XSF+ngi/PCA
nachi	nachi/NPR
ngyakthalphwumngul	ngyakthalphwum/NNC+ngul/PCA
ngipswuhayssngumye	ngipswu/NNC+ha/XSV+ngess/EPF+ngumye/ECS
ngilpwunun	ngilpwu/NNC+ngun/PAU
mikwun	mi/NPR+kwun/NNC
PXna	PX/NFW+ngina/PCJ
kyengmayngeyse	kyengmay/NNC+ngeyse/PAD
phallyesstako	phalli/VV+ngess/EPF+ta/EFN+ko/PAD
palphyohayssta	palphyo/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
ngaphulikha	ngaphulikha/NPR
nampwu	nampwu/NNC
mocampikhunguy	mocampikhu/NPR+nguy/PAN
hongswulo	hongswu/NNC+ngulo/PAD
swuchenmyengnguy	swuchen/NNU+myeng/NNX+nguy/PAN
samangcangwa	samangca/NNC+kwa/PCJ
100	100/NNU
manmyengnguy	man/NNU+myeng/NNX+nguy/PAN
ngicayminngi	ngicaymin/NNC+ngi/PCA
palsaynghan	palsayng/NNC+ha/XSV+ngun/EAN
kesngulo	kes/NNX+ngulo/PAD
chwucengtoyko	chwuceng/NNC+toy/XSV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
kangwuntey	kangwuntey/NNC
kingangwa	kinga/NNC+kwa/PCJ
cenngyempyeng	cenngyempyeng/NNC
,	,/SCM
thalswu	thalswu/NNC
cungsey	cungsey/NNC
tungngulo	tung/NNX+ngulo/PAD
nginhay	nginha/VV+nge/ECS
huysayngcaka	huysayngca/NNC+ngi/PCA
tengwuk	tengwuk/ADV
nulngenal	nulngena/VV+ngul/EAN
kesngulo	kes/NNX+ngulo/PAD
ngwulyetoyko	ngwulye/NNC+toy/XSV+ko/ECS
ngissta	ngiss/VX+ta/EFN
.	./SFN
^EOS
mikwuk	mikwuk/NPR
,	,/SCM
ngyulep	ngyulep/NPR
tungngun	tung/NNX+ngun/PAU
1	1/NNU
ngil	ngil/NNX
mocampikhungey	mocampikhu/NPR+ngey/PAD
tayhan	tayha/VV+ngun/EAN
cingwenngul	cingwen/NNC+ngul/PCA
ngisttala	ngisttalu/VV+nge/ECS
palphyohayssnguna	palphyo/NNC+ha/XSV+ngess/EPF+nguna/ECS
ngacikto	ngacik/NNC+to/PAU
kenmwul	kenmwul/NNC
ngoksang	ngoksang/NNC
tungngey	tung/NNX+ngey/PAD
tayphihay	tayphi/NNC+ha/XSV+nge/ECS
ngisskena	ngiss/VX+kena/ECS
cilpyengkwa	cilpyeng/NNC+kwa/PCJ
kinganguy	kinga/NNC+nguy/PAN
ngwihemngey	ngwihem/NNC+ngey/PAD
nochwultway	nochwul/NNC+toy/XSV+nge/ECS
ngissnun	ngiss/VX+nun/EAN
cwumintulngul	cwumin/NNC+tul/XSF+ngul/PCA
kwuhaki	kwuha/VV+ki/ENM
ngwihaysenun	ngwiha/VV+ngese/ECS+ngun/PAU
te	te/ADV
manhngun	manh/VJ+ngun/EAN
cingwenngi	cingwen/NNC+ngi/PCA
kinkuphi	kinkuphi/ADV
ngilwecyengya	ngilwu/VV+nge/ECS+ci/VX+ngengya/ECS
hal	ha/VX+ngul/EAN
kesngulo	kes/NNX+ngulo/PAD
cicektoyko	cicek/NNC+toy/XSV+ko/ECS
ngissta	ngiss/VX+ta/EFN
.	./SFN
^EOS
mocampikhunguy	mocampikhu/NPR+nguy/PAN
kongsikthongkyeylonun	kongsik/NNC+thongkyey/NNC+ngulo/PAD+ngun/PAU
cinantal	cinantal/NNC
chopwuthe	cho/NNX+pwuthe/PAD
kyeysoktoyn	kyeysok/NNC+toy/XSV+ngun/EAN
ngipen	ngipen/NNC
cipcwunghongwulo	cipcwung/NNC+hongwu/NNC+ngulo/PAD
nginhan	nginha/VV+ngun/EAN
samangcanun	samangca/NNC+ngun/PAU
2	2/NNU
paykngyemyengngulo	payk/NNU+ngye/XSF+myeng/NNX+ngulo/PAD
cipkyeytoyko	cipkyey/NNC+toy/XSV+ko/ECS
ngissnguna	ngiss/VX+nguna/ECS
hyenci	hyenci/NNC
kwuhokikwantulngun	kwuho/NNC+kikwan/NNC+tul/XSF+ngun/PAU
ngimi	ngimi/ADV
swuchenmyengngi	swuchen/NNU+myeng/NNX+ngi/PCA
samanghay	samang/NNC+ha/XSV+nge/ECS
sacheyka	sachey/NNC+ngi/PCA
ngotwumak	ngotwumak/NNC
nganngey	ngan/NNC+ngey/PAD
kathye	kathi/VV+nge/ECS
ngisskena	ngiss/VX+kena/ECS
mwulmithngey	mwul/NNC+mith/NNC+ngey/PAD
kalangancnga	kalanganc/VV+nge/ECS
ngissnun	ngiss/VX+nun/EAN
kesngulo	kes/NNX+ngulo/PAD
chwucenghako	chwuceng/NNC+ha/XSV+ko/ECS
ngissta	ngiss/VX+ta/EFN
.	./SFN
^EOS
congakhim	congakhim/NPR
chisano	chisano/NPR
mocampikhu	mocampikhu/NPR
taythonglyengngun	taythonglyeng/NNC+ngun/PAU
swucayphihayka	swucay/NNC+phihay/NNC+ngi/PCA
kuksimhan	kuksim/NNC+ha/XSJ+ngun/EAN
cingyekngul	cingyek/NNC+ngul/PCA
sichalhan	sichal/NNC+ha/XSV+ngun/EAN
twi	twi/NNC
choysohan	choysohan/NNC
100	100/NNU
manmyengngi	man/NNU+myeng/NNX+ngi/PCA
ngicayminngi	ngicaymin/NNC+ngi/PCA
twaysskena	toy/VV+ngess/EPF+kena/ECS
casintulnguy	casin/NNC+tul/XSF+nguy/PAN
cipngeyse	cip/NNC+ngeyse/PAD
thalchwul	thalchwul/NNC
cwungngilako	cwung/NNX+ngi/CO+la/EFN+ko/PAD
malhayssngumye	malha/VV+ngess/EPF+ngumye/ECS
caynankwanli	caynan/NNC+kwanli/NNC
tangkwukngun	tangkwuk/NNC+ngun/PAU
comankan	comankan/ADV
sanglyucingyekngin	sanglyu/NNC+cingyek/NNC+ngi/CO+ngun/EAN
cimpapungweyngwa	cimpapungwey/NPR+kwa/PCJ
campingalopwuthe	campinga/NPR+ngulopwuthe/PAD
maktayhan	maktay/NNC+ha/XSJ+ngun/EAN
ngyangnguy	ngyang/NNC+nguy/PAN
mwulngi	mwul/NNC+ngi/PCA
chwukalo	chwuka/NNC+ngulo/PAD
millyetul	millyetul/VV+ngul/EAN
kesngulo	kes/NNX+ngulo/PAD
ngwulyehako	ngwulye/NNC+ha/XSV+ko/ECS
ngissta	ngiss/VX+ta/EFN
.	./SFN
^EOS
kwuhongyongwentulngun	kwuho/NNC+ngyongwen/NNC+tul/XSF+ngun/PAU
koliptway	kolip/NNC+toy/XSV+nge/ECS
ngissnun	ngiss/VX+nun/EAN
cwumintulngi	cwumin/NNC+tul/XSF+ngi/PCA
kingangwa	kinga/NNC+kwa/PCJ
thalswu	thalswu/NNC
ngwihemngey	ngwihem/NNC+ngey/PAD
cikmyenhay	cikmyen/NNC+ha/XSV+nge/ECS
ngissngul	ngiss/VX+ngul/EAN
ppwunman	ppwun/NNX+man/PAU
nganila	ngani/VJ+la/EFN
cenkwukcekngin	cenkwuk/NNC+cek/XSF+ngi/CO+ngun/EAN
kholleyla	kholleyla/NPR
,	,/SCM
cangthiphwusu	cangthiphwusu/NPR
,	,/SCM
mallalinga	mallalinga/NPR
tung	tung/NNX
cenngyempyengnguy	cenngyempyeng/NNC+nguy/PAN
changkwelto	changkwel/NNC+to/PAU
ngwulyetoyntako	ngwulye/NNC+toy/XSV+nunta/EFN+ko/PAD
palkhyessta	palkhi/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
mikwukngun	mikwuk/NPR+ngun/PAU
ngimi	ngimi/ADV
mocampikhungey	mocampikhu/NPR+ngey/PAD
cingwenkhilo	cingwen/NNC+ha/XSV+ki/ENM+ngulo/PAD
han	ha/VX+ngun/EAN
170	170/NNU
mantalle	man/NNU+talle/NNX
ngingoyngey	ngingoy/NNC+ngey/PAD
siklyangkwungipkwa	siklyang/NNC+kwungip/NNC+kwa/PCJ
heylki	heylki/NNC
ngimtay	ngimtay/NNC
,	,/SCM
tayphiso	tayphiso/NNC
kensel	kensel/NNC
tungngul	tung/NNX+ngul/PCA
ngwihay	ngwiha/VV+nge/ECS
chwukalo	chwuka/NNC+ngulo/PAD
1	1/NNU
chenmantallelul	chenman/NNU+talle/NNX+ngul/PCA
cingwenkhilo	cingwen/NNC+ha/XSV+ki/ENM+ngulo/PAD
hayssngumye	ha/VX+ngess/EPF+ngumye/ECS
ngyulepngyenhap	ngyulepngyenhap/NPR
(	(/SLQ
EU	EU/NFW
)	)/SRQ
ciphayngngwito	ciphayngngwi/NNC+to/PAU
ngyeksi	ngyeksi/ADV
swucaylul	swucay/NNC+ngul/PCA
kyekkko	kyekk/VV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
pochungwanangwa	pochungwana/NPR+kwa/PCJ
mocampikhungey	mocampikhu/NPR+ngey/PAD
1	1/NNU
paykmanngyulo	paykman/NNU+ngyulo/NNX
(	(/SLQ
1	1/NNU
paykmantalle	paykman/NNU+talle/NNX
)	)/SRQ
sangtangnguy	sangtang/NNC+nguy/PAN
kwuhomwulphwumngul	kwuho/NNC+mwulphwum/NNC+ngul/PCA
centalhayssta	cental/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
ngipakkngeyto	ngi/NPN+pakk/NNX+ngey/PAD+to/PAU
cinancwu	cinancwu/NNC
chopwuthe	cho/NNX+pwuthe/PAD
kakkwuk	kakkwuk/NNC
cengpwungwa	cengpwu/NNC+kwa/PCJ
picengpwukikwutullopwuthe	pi/XPF+cengpwu/NNC+kikwu/NNC+tul/XSF+ngulopwuthe/PAD
kwuhomwulphwumngi	kwuho/NNC+mwulphwum/NNC+ngi/PCA
tapcihako	tapci/NNC+ha/XSV+ko/ECS
ngissnguna	ngiss/VX+nguna/ECS
hyenci	hyenci/NNC
kwuhohwaltongngul	kwuho/NNC+hwaltong/NNC+ngul/PCA
ngwihay	ngwiha/VV+nge/ECS
phakyentoyn	phakyen/NNC+toy/XSV+ngun/EAN
namngaphulikhakonghwakwuk	namngaphulikhakonghwakwuk/NPR
kongkwunnguy	kongkwun/NNC+nguy/PAN
heylkitulngi	heylki/NNC+tul/XSF+ngi/PCA
nginmyengkwucongey	nginmyeng/NNC+kwuco/NNC+ngey/PAD
cwulyekhamngey	cwulyek/NNC+ha/XSV+ngum/ENM+ngey/PAD
ttala	ttalu/VV+nge/ECS
ngitul	ngi/NPN+tul/XSF
kwuhomwulphwumnguy	kwuho/NNC+mwulphwum/NNC+nguy/PAN
swusongngun	swusong/NNC+ngun/PAU
cingyentoyko	cingyen/NNC+toy/XSV+ko/ECS
ngissta	ngiss/VX+ta/EFN
.	./SFN
^EOS
khaylol	khaylol/NPR
peyllemi	peyllemi/NPR
ngyungeynngatongkikum	ngyungeynngatongkikum/NPR
(	(/SLQ
UNICEF	UNICEF/NFW
)	)/SRQ
samwukwukcangngun	samwu/NNC+kwukcang/NNC+ngun/PAU
"^LQ	"/SLQ
seykyey	seykyey/NNC
kakkwuk	kakkwuk/NNC
cengpwutulngi	cengpwu/NNC+tul/XSF+ngi/PCA
